%
% 1. Title: toyml
%
% 2. Sources:
%       (a) Creator: Adriano Rivolli
%       (b) Tool: http://sites.labic.icmc.usp.br/mldatagen/
%       (c) Data: 25-11-2015 - 21:19:9
%       (d) Strategy: Hyperspheres
%       (e) Relevant Features: 7
%       (f) Irrelevant Features: 2
%       (g) Redundant Features: 1
%       (h) Number of Labels (q): 5
%       (i) Number of Instances: 100
%       (j) Noise (from 0 to 1): 0.05
%       (k) Maximum Radius/Half-Edge of the Hyperspheres/Hypercubes: 0.8
%       (l) Minimum Radius/Half-Edge of the Hyperspheres/Hypercubes: ((q/10)+1)/q
%       (m) Dataset Name: toyml
%
@relation toyml

@attribute att1 numeric
@attribute att2	numeric
@attribute att3	numeric
@attribute att4	numeric
@attribute att5	numeric
@attribute att6	numeric
@attribute att7	numeric
@attribute iatt8 numeric
@attribute iatt9	 numeric
@attribute ratt10 numeric
@attribute y1 {0,1}
@attribute y2 {0,1}
@attribute y3 {0,1}
@attribute y4 {0,1}
@attribute y5 {0,1}

@DATA
-0.12329,0.368407,0.034098,-0.005709,-0.021969,0.283269,0.45084,-0.353298,0.758159,0.283269,0,1,0,0,0
0.35474,-0.01525,-0.057325,0.549072,-0.079687,-0.164623,0.046298,0.855694,-0.956694,-0.164623,0,1,0,1,0
0.209687,-0.087529,-0.219731,-0.082334,-0.282073,0.078545,-0.107613,-0.770374,-0.668372,0.078545,0,1,1,1,0
-0.241828,0.119491,-0.130887,-0.031733,0.032505,-0.213361,-0.261423,-0.224686,0.583693,-0.213361,0,1,1,1,1
0.091769,-0.358244,-0.286566,-0.030041,0.107389,-0.278834,0.165857,0.782493,-0.715313,-0.278834,0,1,1,1,0
-0.195714,0.152153,-0.214876,-0.05877,-0.02997,-0.248542,-0.111517,-0.598947,0.751391,-0.248542,0,1,1,1,0
0.39965,-0.451268,0.090677,-0.036324,-0.078902,-0.320205,-0.390361,0.689058,0.778669,-0.320205,0,0,1,1,0
-0.065663,-0.141419,-0.092038,-0.193755,0.442957,0.002256,-0.051626,-0.355055,-0.200174,0.002256,0,1,1,1,0
0.027562,-0.20756,-0.061325,-0.252315,0.072828,0.148231,-0.206021,-0.119949,0.214199,0.148231,0,1,1,1,0
-0.284847,0.247661,-0.259692,-0.217538,0.086084,0.691405,-0.15384,-0.846632,-0.760921,0.691405,0,0,1,0,0
-0.286458,0.041374,0.009905,0.239552,-0.015437,-0.225743,-0.211877,0.465466,-0.363968,-0.225743,1,1,1,0,0
0.078222,-0.114239,0.086598,-0.01862,-0.42769,-0.199436,0.119549,0.560452,0.53943,-0.199436,0,1,1,1,0
0.036477,-0.237995,0.01989,-0.094098,-0.223237,0.12268,-0.164834,0.062467,-0.995262,0.12268,0,1,1,1,0
-0.233445,0.043132,0.094783,0.058684,0.05478,-0.137714,-0.220633,-0.093372,-0.046258,-0.137714,0,1,1,1,0
0.080656,-0.3275,-0.084847,0.635146,-0.292906,-0.25798,0.088725,0.824869,0.113132,-0.25798,0,0,1,0,0
0.446201,-0.034258,0.043051,-0.152682,0.258911,-0.373667,0.025491,-0.692641,-0.957758,-0.373667,0,1,1,1,0
0.056083,-0.460098,-0.264897,-0.156282,-0.237795,0.589534,0.066719,-0.646092,-0.822697,0.589534,0,1,1,0,0
0.402006,-0.143494,-0.502323,-0.068304,0.343723,-0.10244,0.12067,-0.58787,0.266456,-0.10244,0,0,0,1,0
-0.037952,0.098114,0.072577,-0.575175,0.041417,-0.114266,-0.014691,-0.093603,0.94653,-0.114266,0,1,0,1,1
-0.374566,-0.154237,0.087125,-0.03075,0.507449,-0.114261,-0.069219,-0.28861,-0.635243,-0.114261,0,1,0,1,0
-0.057961,-0.140199,-0.203259,-0.088109,0.912662,0.094074,0.05302,0.61517,0.553349,0.094074,0,0,0,1,0
-0.024777,-0.423016,-0.081948,0.128209,-0.178645,-0.129504,-0.45613,0.329201,-0.869798,-0.129504,0,1,0,1,0
-0.059193,0.09165,-0.188692,0.063454,-0.132449,-0.538487,0.074532,0.798037,0.26446,-0.538487,0,1,0,1,0
-0.434826,0.33422,0.100765,0.366516,0.035596,-0.250378,0.241581,0.581921,0.682025,-0.250378,0,1,0,1,0
0.020653,-0.146092,-0.087183,-0.040726,-0.497629,-0.181321,0.299142,0.855325,0.795152,-0.181321,0,1,0,1,0
-0.044898,0.404315,0.469869,-0.002199,-0.090778,-0.15113,-0.231092,-0.71166,0.355354,-0.15113,0,1,0,1,0
-0.550295,0.026137,-0.051161,-0.135087,0.080545,0.085538,-0.203112,0.742383,0.91435,0.085538,0,1,0,1,0
0.409775,-0.070657,-0.162646,0.003135,-0.230162,-0.300956,-0.318645,-0.415737,0.92943,-0.300956,0,1,0,1,0
-0.046421,-0.149638,0.065197,0.012001,-0.220984,-0.500596,-0.176673,0.552277,0.694337,-0.500596,0,1,0,1,1
-0.060526,0.303928,-0.066784,-0.447786,-0.076922,-0.286995,-0.096176,0.824597,-0.927189,-0.286995,0,1,0,1,0
-0.001294,0.010695,0.37638,0.673006,0.102178,-0.053855,0.093562,-0.64479,0.948691,-0.053855,0,0,0,1,0
-0.092276,0.264876,-0.000201,0.068611,-0.091282,-0.522806,0.031362,0.048599,0.604735,-0.522806,0,1,0,1,0
-0.706451,-0.120493,-0.031024,-0.068024,-0.248673,0.083762,-0.258977,0.115049,0.153891,0.083762,0,1,0,1,0
0.215867,-0.404514,0.599065,0.247898,-0.189065,-0.042046,-0.056546,-0.560992,-0.544957,-0.042046,0,0,0,1,0
-0.30155,-0.178279,0.152795,-0.175591,-0.197456,-0.170462,0.461007,-0.760336,0.464523,-0.170462,0,1,0,1,0
-0.152886,0.066589,-0.165913,0.156455,-0.123169,-0.504066,0.049808,0.223365,-0.949275,-0.504066,0,0,0,1,0
0.067885,-0.42048,-0.071847,0.431238,-0.14262,0.013571,-0.259254,-0.879406,0.308967,0.013571,0,1,0,1,0
0.047596,-0.219076,-0.145474,-0.636386,-0.025984,0.148683,-0.366027,-0.454105,0.265404,0.148683,0,0,0,1,0
-0.370469,-0.24468,0.427553,0.107888,-0.089005,-0.024889,0.574296,0.878912,0.491883,-0.024889,0,1,0,1,0
0.026873,-0.135505,0.88882,0.103752,-0.233697,0.007934,0.193501,0.98092,0.038747,0.007934,0,0,0,1,0
-0.353632,-0.462164,-0.229939,-0.126199,-0.273675,0.220587,-0.009156,0.457969,-0.268203,0.220587,0,1,1,1,0
-0.327091,0.029425,-0.392518,0.604461,-0.041933,-0.052111,0.343341,-0.436161,-0.694014,-0.052111,0,1,0,1,0
0.087857,0.065978,-0.077974,0.114705,-0.545561,-0.308361,0.090283,0.190032,0.126511,-0.308361,0,1,0,1,0
0.392035,-0.138137,-0.021584,0.115678,0.078305,0.65307,-0.154141,0.483282,-0.026526,0.65307,0,0,1,1,0
0.206602,-0.108262,-0.084104,0.33787,0.81678,-0.100711,0.086843,0.012659,-0.833973,-0.100711,0,0,0,1,0
-0.417784,-0.026482,-0.012825,0.803971,0.134815,-0.084401,-0.065668,0.908144,0.334358,-0.084401,0,0,0,0,1
0.500393,-0.037352,-0.051053,0.323255,-0.415888,0.031798,0.121993,-0.37802,0.602139,0.031798,0,0,0,1,1
0.000135,0.419476,0.194491,0.200474,-0.250772,0.063429,-0.100626,0.815765,0.539191,0.063429,0,1,0,1,1
0.081287,0.381384,-0.158401,0.214921,-0.031256,-0.428726,0.055212,-0.976118,-0.264226,-0.428726,0,1,0,0,1
0.452494,-0.037135,-0.199315,-0.005277,-0.377601,-0.219822,-0.281371,-0.857396,0.519485,-0.219822,0,0,1,1,1
-0.120875,-0.092119,0.602965,0.016422,-0.329454,-0.087454,-0.332836,0.18043,-0.50235,-0.087454,0,0,0,0,1
0.533554,0.312509,0.112285,-0.06228,-0.115378,0.131827,-0.36433,0.096334,0.107924,0.131827,0,0,0,1,0
-0.122781,-0.016037,0.557572,-0.011608,-0.256346,-0.126291,0.093144,0.747671,0.074733,-0.126291,0,1,0,0,1
0.051754,0.147912,-0.087691,0.143728,0.288253,-0.160021,-0.278902,-0.951619,-0.992854,-0.160021,0,1,0,1,1
-0.491973,-0.01264,0.505014,-0.362689,-0.043158,-0.049132,-0.065329,0.262311,0.774461,-0.049132,0,1,0,0,1
-0.159981,-0.005358,0.266413,-0.027479,0.112914,0.245646,-0.40821,0.068462,0.729722,0.245646,0,1,0,1,1
0.54652,-0.127687,0.333766,0.030122,-0.032078,-0.343089,-0.004358,-0.441432,0.320644,-0.343089,0,0,0,1,1
-0.394162,-0.127175,0.041279,-0.050493,0.770878,0.063697,-0.018358,-0.132186,-0.334847,0.063697,0,1,0,0,1
0.541427,0.245686,-0.449462,0.233986,-0.035847,0.065398,-0.051682,-0.31715,0.839397,0.065398,0,0,0,1,0
